lookback,threshold,quarter,direction,fit_window_rows,sharpe_momentum,n_trades_momentum,sharpe_reversal,n_trades_reversal,fallback_used
5,0.005,2006Q4,reversal,87,-1.73025551244473,79,1.73025551244473,79,False
5,0.005,2007Q1,reversal,150,-1.1929767356934862,135,1.1929767356934862,135,False
5,0.005,2007Q2,reversal,211,-0.8618826845801669,190,0.8618826845801669,190,False
5,0.005,2007Q3,reversal,274,-1.0170398033816215,249,1.0170398033816215,249,False
5,0.005,2007Q4,reversal,337,-0.40150549829586324,308,0.40150549829586324,308,False
5,0.005,2008Q1,reversal,401,-0.3034748404152204,363,0.3034748404152204,363,False
5,0.005,2008Q2,reversal,462,-0.4627339016809775,422,0.4627339016809775,422,False
5,0.005,2008Q3,reversal,526,-0.6449157442995268,480,0.6449157442995268,480,False
5,0.005,2008Q4,reversal,590,-0.13495406598236184,544,0.13495406598236184,544,False
5,0.005,2009Q1,reversal,654,-0.43098917490495536,606,0.43098917490495536,606,False
5,0.005,2009Q2,reversal,715,-0.2502777164647768,664,0.2502777164647768,664,False
5,0.005,2009Q3,reversal,778,-0.29707230999490375,725,0.29707230999490375,725,False
5,0.005,2009Q4,reversal,842,-0.3534329519131855,786,0.3534329519131855,786,False
5,0.005,2010Q1,reversal,906,-0.36405619734496925,847,0.36405619734496925,847,False
5,0.005,2010Q2,reversal,967,-0.39059372118149915,902,0.39059372118149915,902,False
5,0.005,2010Q3,reversal,1030,-0.38805063901241527,961,0.38805063901241527,961,False
5,0.005,2010Q4,reversal,1094,-0.444909677983857,1016,0.444909677983857,1016,False
5,0.005,2011Q1,reversal,1158,-0.4254481408778695,1071,0.4254481408778695,1071,False
5,0.005,2011Q2,reversal,1220,-0.36540166620703046,1126,0.36540166620703046,1126,False
5,0.005,2011Q3,reversal,1283,-0.30918194669325333,1187,0.30918194669325333,1187,False
5,0.005,2011Q4,reversal,1347,-0.2969911182636025,1250,0.2969911182636025,1250,False
5,0.005,2012Q1,reversal,1410,-0.3054594195623845,1309,0.3054594195623845,1309,False
5,0.005,2012Q2,reversal,1472,-0.2951530072586813,1367,0.2951530072586813,1367,False
5,0.005,2012Q3,reversal,1535,-0.3066076188828853,1426,0.3066076188828853,1426,False
5,0.005,2012Q4,reversal,1598,-0.33533860526209297,1486,0.33533860526209297,1486,False
5,0.005,2013Q1,reversal,1660,-0.41523205130024243,1541,0.41523205130024243,1541,False
5,0.005,2013Q2,reversal,1720,-0.3928379660944468,1594,0.3928379660944468,1594,False
5,0.005,2013Q3,reversal,1784,-0.34152116542770083,1655,0.34152116542770083,1655,False
5,0.005,2013Q4,reversal,1848,-0.3724720168031054,1714,0.3724720168031054,1714,False
5,0.005,2014Q1,reversal,1912,-0.3403724409736275,1774,0.3403724409736275,1774,False
5,0.005,2014Q2,reversal,1973,-0.37664883039086494,1832,0.37664883039086494,1832,False
5,0.005,2014Q3,reversal,2036,-0.32851328331545804,1888,0.32851328331545804,1888,False
5,0.005,2014Q4,reversal,2100,-0.3191430977308147,1945,0.3191430977308147,1945,False
5,0.005,2015Q1,reversal,2164,-0.11624727334194869,2004,0.11624727334194869,2004,False
5,0.005,2015Q2,reversal,2225,-0.08301953640980476,2060,0.08301953640980476,2060,False
5,0.005,2015Q3,reversal,2288,-0.12477185555717392,2116,0.12477185555717392,2116,False
5,0.005,2015Q4,reversal,2352,-0.07227997916145056,2176,0.07227997916145056,2176,False
5,0.005,2016Q1,reversal,2416,-0.06602519170033137,2236,0.06602519170033137,2236,False
5,0.005,2016Q2,reversal,2477,-0.10502140618367871,2293,0.10502140618367871,2293,False
5,0.005,2016Q3,reversal,2541,-0.044220610519975605,2355,0.044220610519975605,2355,False
5,0.005,2016Q4,reversal,2605,-0.010938494053767064,2416,0.010938494053767064,2416,False
5,0.005,2017Q1,reversal,2668,-0.00894778654274117,2475,0.00894778654274117,2475,False
5,0.005,2017Q2,momentum,2730,0.044323674032885965,2534,-0.044323674032885965,2534,False
5,0.005,2017Q3,momentum,2793,0.04746523780562199,2591,-0.04746523780562199,2591,False
5,0.005,2017Q4,momentum,2856,0.0602324736935965,2647,-0.0602324736935965,2647,False
5,0.005,2018Q1,momentum,2919,0.08872096916577625,2706,-0.08872096916577625,2706,False
5,0.005,2018Q2,momentum,2980,0.06136699241018665,2761,-0.06136699241018665,2761,False
5,0.005,2018Q3,momentum,3044,0.043177788005903654,2807,-0.043177788005903654,2807,False
5,0.005,2018Q4,momentum,3107,0.06617684873316128,2865,-0.06617684873316128,2865,False
5,0.01,2006Q4,reversal,87,-1.2895429906185822,76,1.2895429906185822,76,False
5,0.01,2007Q1,reversal,150,-0.6691025653021203,126,0.6691025653021203,126,False
5,0.01,2007Q2,reversal,211,-0.31350301985209683,175,0.31350301985209683,175,False
5,0.01,2007Q3,reversal,274,-0.8947450117696897,227,0.8947450117696897,227,False
5,0.01,2007Q4,reversal,337,-0.4278582888008201,279,0.4278582888008201,279,False
5,0.01,2008Q1,reversal,401,-0.18915027417544697,330,0.18915027417544697,330,False
5,0.01,2008Q2,reversal,462,-0.3627018417479267,387,0.3627018417479267,387,False
5,0.01,2008Q3,reversal,526,-0.643506210568419,441,0.643506210568419,441,False
5,0.01,2008Q4,reversal,590,-0.055207714585587105,504,0.055207714585587105,504,False
5,0.01,2009Q1,reversal,654,-0.39362763123062344,566,0.39362763123062344,566,False
5,0.01,2009Q2,reversal,715,-0.14950119619153118,619,0.14950119619153118,619,False
5,0.01,2009Q3,reversal,778,-0.2817470246268189,677,0.2817470246268189,677,False
5,0.01,2009Q4,reversal,842,-0.3579625792107519,733,0.3579625792107519,733,False
5,0.01,2010Q1,reversal,906,-0.36444018540261097,787,0.36444018540261097,787,False
5,0.01,2010Q2,reversal,967,-0.3769042718755603,838,0.3769042718755603,838,False
5,0.01,2010Q3,reversal,1030,-0.4012134159038604,890,0.4012134159038604,890,False
5,0.01,2010Q4,reversal,1094,-0.45797337428644,942,0.45797337428644,942,False
5,0.01,2011Q1,reversal,1158,-0.41941294997858525,992,0.41941294997858525,992,False
5,0.01,2011Q2,reversal,1220,-0.39175968407028927,1039,0.39175968407028927,1039,False
5,0.01,2011Q3,reversal,1283,-0.36331090118917075,1090,0.36331090118917075,1090,False
5,0.01,2011Q4,reversal,1347,-0.3664124974462455,1150,0.3664124974462455,1150,False
5,0.01,2012Q1,reversal,1410,-0.3703782805571796,1202,0.3703782805571796,1202,False
5,0.01,2012Q2,reversal,1472,-0.34697424620836076,1253,0.34697424620836076,1253,False
5,0.01,2012Q3,reversal,1535,-0.36447364957230344,1308,0.36447364957230344,1308,False
5,0.01,2012Q4,reversal,1598,-0.38887493797425127,1362,0.38887493797425127,1362,False
5,0.01,2013Q1,reversal,1660,-0.4918057346014462,1407,0.4918057346014462,1407,False
5,0.01,2013Q2,reversal,1720,-0.4785440099749948,1449,0.4785440099749948,1449,False
5,0.01,2013Q3,reversal,1784,-0.3870393417885576,1506,0.3870393417885576,1506,False
5,0.01,2013Q4,reversal,1848,-0.3839159671298181,1561,0.3839159671298181,1561,False
5,0.01,2014Q1,reversal,1912,-0.3362737910208566,1618,0.3362737910208566,1618,False
5,0.01,2014Q2,reversal,1973,-0.3656282146657133,1670,0.3656282146657133,1670,False
5,0.01,2014Q3,reversal,2036,-0.3249181779813719,1716,0.3249181779813719,1716,False
5,0.01,2014Q4,reversal,2100,-0.3013680811008643,1767,0.3013680811008643,1767,False
5,0.01,2015Q1,reversal,2164,-0.09896933712633971,1821,0.09896933712633971,1821,False
5,0.01,2015Q2,reversal,2225,-0.0562524844890996,1875,0.0562524844890996,1875,False
5,0.01,2015Q3,reversal,2288,-0.09799935222570683,1929,0.09799935222570683,1929,False
5,0.01,2015Q4,reversal,2352,-0.02866158380050431,1986,0.02866158380050431,1986,False
5,0.01,2016Q1,reversal,2416,-0.01448913002400647,2040,0.01448913002400647,2040,False
5,0.01,2016Q2,reversal,2477,-0.03687341598412256,2094,0.03687341598412256,2094,False
5,0.01,2016Q3,momentum,2541,0.025126586558228036,2150,-0.025126586558228036,2150,False
5,0.01,2016Q4,momentum,2605,0.04854696803120346,2205,-0.04854696803120346,2205,False
5,0.01,2017Q1,momentum,2668,0.01233711581146719,2259,-0.01233711581146719,2259,False
5,0.01,2017Q2,momentum,2730,0.07017857122502351,2316,-0.07017857122502351,2316,False
5,0.01,2017Q3,momentum,2793,0.08536060136255165,2369,-0.08536060136255165,2369,False
5,0.01,2017Q4,momentum,2856,0.09943715276495764,2418,-0.09943715276495764,2418,False
5,0.01,2018Q1,momentum,2919,0.12293260182089998,2467,-0.12293260182089998,2467,False
5,0.01,2018Q2,momentum,2980,0.09050734599215562,2512,-0.09050734599215562,2512,False
5,0.01,2018Q3,momentum,3044,0.07608681343481635,2547,-0.07608681343481635,2547,False
5,0.01,2018Q4,momentum,3107,0.1015343051854115,2600,-0.1015343051854115,2600,False
5,0.015,2006Q4,reversal,87,-1.824225269973359,71,1.824225269973359,71,False
5,0.015,2007Q1,reversal,150,-1.260754433768124,116,1.260754433768124,116,False
5,0.015,2007Q2,reversal,211,-0.6163139312496702,158,0.6163139312496702,158,False
5,0.015,2007Q3,reversal,274,-1.1755997547189438,210,1.1755997547189438,210,False
5,0.015,2007Q4,reversal,337,-0.5849810728572173,259,0.5849810728572173,259,False
5,0.015,2008Q1,reversal,401,-0.22460575064842156,303,0.22460575064842156,303,False
5,0.015,2008Q2,reversal,462,-0.5596851979157567,355,0.5596851979157567,355,False
5,0.015,2008Q3,reversal,526,-0.7805411173283131,400,0.7805411173283131,400,False
5,0.015,2008Q4,reversal,590,-0.220109091174928,460,0.220109091174928,460,False
5,0.015,2009Q1,reversal,654,-0.44882429732018203,520,0.44882429732018203,520,False
5,0.015,2009Q2,reversal,715,-0.16719568136308355,567,0.16719568136308355,567,False
5,0.015,2009Q3,reversal,778,-0.1995937889991001,621,0.1995937889991001,621,False
5,0.015,2009Q4,reversal,842,-0.3362553084051168,671,0.3362553084051168,671,False
5,0.015,2010Q1,reversal,906,-0.3265125772722106,720,0.3265125772722106,720,False
5,0.015,2010Q2,reversal,967,-0.34860320376899717,764,0.34860320376899717,764,False
5,0.015,2010Q3,reversal,1030,-0.4045693062330522,812,0.4045693062330522,812,False
5,0.015,2010Q4,reversal,1094,-0.44908166776779557,856,0.44908166776779557,856,False
5,0.015,2011Q1,reversal,1158,-0.4002326244316371,897,0.4002326244316371,897,False
5,0.015,2011Q2,reversal,1220,-0.3580418383401799,941,0.3580418383401799,941,False
5,0.015,2011Q3,reversal,1283,-0.3681201183309693,985,0.3681201183309693,985,False
5,0.015,2011Q4,reversal,1347,-0.3536217543758127,1040,0.3536217543758127,1040,False
5,0.015,2012Q1,reversal,1410,-0.36911179522037074,1087,0.36911179522037074,1087,False
5,0.015,2012Q2,reversal,1472,-0.34565875720530953,1134,0.34565875720530953,1134,False
5,0.015,2012Q3,reversal,1535,-0.35448303756006905,1185,0.35448303756006905,1185,False
5,0.015,2012Q4,reversal,1598,-0.3964014090744214,1234,0.3964014090744214,1234,False
5,0.015,2013Q1,reversal,1660,-0.46661672182430336,1270,0.46661672182430336,1270,False
5,0.015,2013Q2,reversal,1720,-0.4557780479533183,1307,0.4557780479533183,1307,False
5,0.015,2013Q3,reversal,1784,-0.3147301307812473,1360,0.3147301307812473,1360,False
5,0.015,2013Q4,reversal,1848,-0.29821579697470674,1414,0.29821579697470674,1414,False
5,0.015,2014Q1,reversal,1912,-0.25769721932894496,1468,0.25769721932894496,1468,False
5,0.015,2014Q2,reversal,1973,-0.2697388535506203,1512,0.2697388535506203,1512,False
5,0.015,2014Q3,reversal,2036,-0.2398118893163677,1551,0.2398118893163677,1551,False
5,0.015,2014Q4,reversal,2100,-0.22455925599061186,1598,0.22455925599061186,1598,False
5,0.015,2015Q1,reversal,2164,-0.043779351139197,1646,0.043779351139197,1646,False
5,0.015,2015Q2,reversal,2225,-0.009023872850051542,1693,0.009023872850051542,1693,False
5,0.015,2015Q3,reversal,2288,-0.059733490806598566,1740,0.059733490806598566,1740,False
5,0.015,2015Q4,momentum,2352,0.013541511084815758,1795,-0.013541511084815758,1795,False
5,0.015,2016Q1,momentum,2416,0.034354035516707244,1842,-0.034354035516707244,1842,False
5,0.015,2016Q2,momentum,2477,0.006326655144862322,1892,-0.006326655144862322,1892,False
5,0.015,2016Q3,momentum,2541,0.04251528974704153,1940,-0.04251528974704153,1940,False
5,0.015,2016Q4,momentum,2605,0.07444220421950085,1989,-0.07444220421950085,1989,False
5,0.015,2017Q1,momentum,2668,0.031749046676893544,2042,-0.031749046676893544,2042,False
5,0.015,2017Q2,momentum,2730,0.09756776301535972,2091,-0.09756776301535972,2091,False
5,0.015,2017Q3,momentum,2793,0.11427884208396805,2138,-0.11427884208396805,2138,False
5,0.015,2017Q4,momentum,2856,0.12178099429960268,2184,-0.12178099429960268,2184,False
5,0.015,2018Q1,momentum,2919,0.1460625060575248,2221,-0.1460625060575248,2221,False
5,0.015,2018Q2,momentum,2980,0.12736824409455258,2258,-0.12736824409455258,2258,False
5,0.015,2018Q3,momentum,3044,0.12902977584797284,2280,-0.12902977584797284,2280,False
5,0.015,2018Q4,momentum,3107,0.16445918239637658,2324,-0.16445918239637658,2324,False
5,0.02,2006Q4,reversal,87,-1.23930414357819,65,1.23930414357819,65,False
5,0.02,2007Q1,reversal,150,-0.6922279549988938,106,0.6922279549988938,106,False
5,0.02,2007Q2,reversal,211,-0.7820657691223599,136,0.7820657691223599,136,False
5,0.02,2007Q3,reversal,274,-1.6811108152648566,182,1.6811108152648566,182,False
5,0.02,2007Q4,reversal,337,-0.9501447986230288,230,0.9501447986230288,230,False
5,0.02,2008Q1,reversal,401,-0.32600957388623075,269,0.32600957388623075,269,False
5,0.02,2008Q2,reversal,462,-0.862558764737852,316,0.862558764737852,316,False
5,0.02,2008Q3,reversal,526,-0.8708019232354529,356,0.8708019232354529,356,False
5,0.02,2008Q4,reversal,590,-0.3371592357992202,413,0.3371592357992202,413,False
5,0.02,2009Q1,reversal,654,-0.5399335861387353,473,0.5399335861387353,473,False
5,0.02,2009Q2,reversal,715,-0.29303402406681617,517,0.29303402406681617,517,False
5,0.02,2009Q3,reversal,778,-0.32265531172544537,568,0.32265531172544537,568,False
5,0.02,2009Q4,reversal,842,-0.4622881992613902,616,0.4622881992613902,616,False
5,0.02,2010Q1,reversal,906,-0.41579443754338075,663,0.41579443754338075,663,False
5,0.02,2010Q2,reversal,967,-0.4476469199469939,704,0.4476469199469939,704,False
5,0.02,2010Q3,reversal,1030,-0.5189978198534672,746,0.5189978198534672,746,False
5,0.02,2010Q4,reversal,1094,-0.5179172015572117,775,0.5179172015572117,775,False
5,0.02,2011Q1,reversal,1158,-0.49182702644076165,812,0.49182702644076165,812,False
5,0.02,2011Q2,reversal,1220,-0.47454943532335975,852,0.47454943532335975,852,False
5,0.02,2011Q3,reversal,1283,-0.46640960269070086,890,0.46640960269070086,890,False
5,0.02,2011Q4,reversal,1347,-0.39427361943639083,939,0.39427361943639083,939,False
5,0.02,2012Q1,reversal,1410,-0.41566309935643775,981,0.41566309935643775,981,False
5,0.02,2012Q2,reversal,1472,-0.3530149889846251,1023,0.3530149889846251,1023,False
5,0.02,2012Q3,reversal,1535,-0.36796631759409026,1067,0.36796631759409026,1067,False
5,0.02,2012Q4,reversal,1598,-0.4086601512540492,1110,0.4086601512540492,1110,False
5,0.02,2013Q1,reversal,1660,-0.4760727445056813,1138,0.4760727445056813,1138,False
5,0.02,2013Q2,reversal,1720,-0.4680439235189139,1169,0.4680439235189139,1169,False
5,0.02,2013Q3,reversal,1784,-0.3630447642308259,1217,0.3630447642308259,1217,False
5,0.02,2013Q4,reversal,1848,-0.3491258261522401,1268,0.3491258261522401,1268,False
5,0.02,2014Q1,reversal,1912,-0.30318179530794637,1316,0.30318179530794637,1316,False
5,0.02,2014Q2,reversal,1973,-0.31962244219364866,1354,0.31962244219364866,1354,False
5,0.02,2014Q3,reversal,2036,-0.27272717281734465,1389,0.27272717281734465,1389,False
5,0.02,2014Q4,reversal,2100,-0.2378457074114823,1431,0.2378457074114823,1431,False
5,0.02,2015Q1,reversal,2164,-0.05699474104454165,1475,0.05699474104454165,1475,False
5,0.02,2015Q2,reversal,2225,-0.028417386944149855,1520,0.028417386944149855,1520,False
5,0.02,2015Q3,reversal,2288,-0.05708383185278433,1558,0.05708383185278433,1558,False
5,0.02,2015Q4,reversal,2352,-0.020537448506444914,1608,0.020537448506444914,1608,False
5,0.02,2016Q1,reversal,2416,-0.017630928528520766,1651,0.017630928528520766,1651,False
5,0.02,2016Q2,reversal,2477,-0.015479539723999507,1697,0.015479539723999507,1697,False
5,0.02,2016Q3,reversal,2541,-0.012727086438684553,1739,0.012727086438684553,1739,False
5,0.02,2016Q4,momentum,2605,0.003804877408374946,1785,-0.003804877408374946,1785,False
5,0.02,2017Q1,reversal,2668,-0.016759909547931443,1831,0.016759909547931443,1831,False
5,0.02,2017Q2,momentum,2730,0.034006270788356295,1872,-0.034006270788356295,1872,False
5,0.02,2017Q3,momentum,2793,0.03735327430445262,1913,-0.03735327430445262,1913,False
5,0.02,2017Q4,momentum,2856,0.04723978953285053,1956,-0.04723978953285053,1956,False
5,0.02,2018Q1,momentum,2919,0.06472442161797994,1984,-0.06472442161797994,1984,False
5,0.02,2018Q2,momentum,2980,0.04001451551679135,2013,-0.04001451551679135,2013,False
5,0.02,2018Q3,momentum,3044,0.04063881551481054,2025,-0.04063881551481054,2025,False
5,0.02,2018Q4,momentum,3107,0.07830732575555566,2065,-0.07830732575555566,2065,False
10,0.005,2006Q4,reversal,82,-1.5330591474814628,75,1.5330591474814628,75,False
10,0.005,2007Q1,reversal,145,-1.2861323197792174,132,1.2861323197792174,132,False
10,0.005,2007Q2,reversal,206,-0.5570749802981029,191,0.5570749802981029,191,False
10,0.005,2007Q3,reversal,269,-0.8192616028121644,245,0.8192616028121644,245,False
10,0.005,2007Q4,reversal,332,-0.315129764614992,307,0.315129764614992,307,False
10,0.005,2008Q1,momentum,396,0.2366879898292664,365,-0.2366879898292664,365,False
10,0.005,2008Q2,momentum,457,0.031530572175216785,423,-0.031530572175216785,423,False
10,0.005,2008Q3,reversal,521,-0.04179554009056228,485,0.04179554009056228,485,False
10,0.005,2008Q4,reversal,585,-0.3267553155368435,548,0.3267553155368435,548,False
10,0.005,2009Q1,reversal,649,-0.10437797452017054,611,0.10437797452017054,611,False
10,0.005,2009Q2,reversal,710,-0.14117880664418406,672,0.14117880664418406,672,False
10,0.005,2009Q3,momentum,773,0.08530119094342346,733,-0.08530119094342346,733,False
10,0.005,2009Q4,reversal,837,-0.02273437451342402,794,0.02273437451342402,794,False
10,0.005,2010Q1,reversal,901,-0.10270211278558518,857,0.10270211278558518,857,False
10,0.005,2010Q2,reversal,962,-0.1458217231966822,915,0.1458217231966822,915,False
10,0.005,2010Q3,reversal,1025,-0.2006183387104499,974,0.2006183387104499,974,False
10,0.005,2010Q4,reversal,1089,-0.1186733103283293,1036,0.1186733103283293,1036,False
10,0.005,2011Q1,reversal,1153,-0.16879190117405152,1094,0.16879190117405152,1094,False
10,0.005,2011Q2,reversal,1215,-0.17649948553870765,1155,0.17649948553870765,1155,False
10,0.005,2011Q3,reversal,1278,-0.1917358136429211,1214,0.1917358136429211,1214,False
10,0.005,2011Q4,reversal,1342,-0.08448135349017637,1275,0.08448135349017637,1275,False
10,0.005,2012Q1,reversal,1405,-0.2163355645838292,1335,0.2163355645838292,1335,False
10,0.005,2012Q2,reversal,1467,-0.27273287357483506,1396,0.27273287357483506,1396,False
10,0.005,2012Q3,reversal,1530,-0.25724898699098836,1455,0.25724898699098836,1455,False
10,0.005,2012Q4,reversal,1593,-0.13707157300832576,1516,0.13707157300832576,1516,False
10,0.005,2013Q1,reversal,1655,-0.19218454821298994,1570,0.19218454821298994,1570,False
10,0.005,2013Q2,reversal,1715,-0.172456112397015,1617,0.172456112397015,1617,False
10,0.005,2013Q3,reversal,1779,-0.09068264893384495,1680,0.09068264893384495,1680,False
10,0.005,2013Q4,reversal,1843,-0.04249422186686639,1743,0.04249422186686639,1743,False
10,0.005,2014Q1,reversal,1907,-0.010975899200823976,1803,0.010975899200823976,1803,False
10,0.005,2014Q2,reversal,1968,-0.014212477066995074,1859,0.014212477066995074,1859,False
10,0.005,2014Q3,momentum,2031,0.0008439182450998562,1915,-0.0008439182450998562,1915,False
10,0.005,2014Q4,momentum,2095,0.002979017709540649,1975,-0.002979017709540649,1975,False
10,0.005,2015Q1,momentum,2159,0.0325476534190186,2034,-0.0325476534190186,2034,False
10,0.005,2015Q2,momentum,2220,0.08408020362647975,2094,-0.08408020362647975,2094,False
10,0.005,2015Q3,momentum,2283,0.08305364650874711,2154,-0.08305364650874711,2154,False
10,0.005,2015Q4,momentum,2347,0.025274865311994264,2218,-0.025274865311994264,2218,False
10,0.005,2016Q1,momentum,2411,0.048608041352732466,2278,-0.048608041352732466,2278,False
10,0.005,2016Q2,momentum,2472,0.08227148306604655,2338,-0.08227148306604655,2338,False
10,0.005,2016Q3,momentum,2536,0.101843814319654,2401,-0.101843814319654,2401,False
10,0.005,2016Q4,momentum,2600,0.0664152013149696,2462,-0.0664152013149696,2462,False
10,0.005,2017Q1,momentum,2663,0.04359482988804012,2519,-0.04359482988804012,2519,False
10,0.005,2017Q2,momentum,2725,0.07773311506726999,2578,-0.07773311506726999,2578,False
10,0.005,2017Q3,momentum,2788,0.06902671046164058,2636,-0.06902671046164058,2636,False
10,0.005,2017Q4,momentum,2851,0.07436828569769642,2694,-0.07436828569769642,2694,False
10,0.005,2018Q1,momentum,2914,0.08082160641832146,2744,-0.08082160641832146,2744,False
10,0.005,2018Q2,momentum,2975,0.05807745522205665,2796,-0.05807745522205665,2796,False
10,0.005,2018Q3,momentum,3039,0.04419633813743382,2846,-0.04419633813743382,2846,False
10,0.005,2018Q4,momentum,3102,0.05435489318986335,2907,-0.05435489318986335,2907,False
10,0.01,2006Q4,reversal,82,-1.7647448292507306,71,1.7647448292507306,71,False
10,0.01,2007Q1,reversal,145,-1.3936957135964403,126,1.3936957135964403,126,False
10,0.01,2007Q2,reversal,206,-0.8748641410230049,182,0.8748641410230049,182,False
10,0.01,2007Q3,reversal,269,-0.9630970663756507,230,0.9630970663756507,230,False
10,0.01,2007Q4,reversal,332,-0.32193175338428065,291,0.32193175338428065,291,False
10,0.01,2008Q1,momentum,396,0.19066852539141663,347,-0.19066852539141663,347,False
10,0.01,2008Q2,reversal,457,-0.12449421551376094,399,0.12449421551376094,399,False
10,0.01,2008Q3,reversal,521,-0.08180485458836766,456,0.08180485458836766,456,False
10,0.01,2008Q4,reversal,585,-0.3177891821115908,517,0.3177891821115908,517,False
10,0.01,2009Q1,reversal,649,-0.0827626122607386,579,0.0827626122607386,579,False
10,0.01,2009Q2,reversal,710,-0.1736932244528213,636,0.1736932244528213,636,False
10,0.01,2009Q3,reversal,773,-0.01052878453386371,694,0.01052878453386371,694,False
10,0.01,2009Q4,reversal,837,-0.1364385409043548,751,0.1364385409043548,751,False
10,0.01,2010Q1,reversal,901,-0.21478487584832323,812,0.21478487584832323,812,False
10,0.01,2010Q2,reversal,962,-0.25979281581268443,864,0.25979281581268443,864,False
10,0.01,2010Q3,reversal,1025,-0.3156203376170883,918,0.3156203376170883,918,False
10,0.01,2010Q4,reversal,1089,-0.24825486809719757,974,0.24825486809719757,974,False
10,0.01,2011Q1,reversal,1153,-0.2951595054287783,1029,0.2951595054287783,1029,False
10,0.01,2011Q2,reversal,1215,-0.285768921892199,1089,0.285768921892199,1089,False
10,0.01,2011Q3,reversal,1278,-0.26973832840977147,1142,0.26973832840977147,1142,False
10,0.01,2011Q4,reversal,1342,-0.17915312741054013,1201,0.17915312741054013,1201,False
10,0.01,2012Q1,reversal,1405,-0.33419148448017044,1256,0.33419148448017044,1256,False
10,0.01,2012Q2,reversal,1467,-0.3687312291338234,1311,0.3687312291338234,1311,False
10,0.01,2012Q3,reversal,1530,-0.35710129085036874,1365,0.35710129085036874,1365,False
10,0.01,2012Q4,reversal,1593,-0.2554248960155899,1422,0.2554248960155899,1422,False
10,0.01,2013Q1,reversal,1655,-0.2961814758318284,1470,0.2961814758318284,1470,False
10,0.01,2013Q2,reversal,1715,-0.2730617593095712,1512,0.2730617593095712,1512,False
10,0.01,2013Q3,reversal,1779,-0.19370508941236417,1572,0.19370508941236417,1572,False
10,0.01,2013Q4,reversal,1843,-0.15600982937348998,1632,0.15600982937348998,1632,False
10,0.01,2014Q1,reversal,1907,-0.1300579913175348,1688,0.1300579913175348,1688,False
10,0.01,2014Q2,reversal,1968,-0.1348005831330788,1741,0.1348005831330788,1741,False
10,0.01,2014Q3,reversal,2031,-0.12014434994230232,1793,0.12014434994230232,1793,False
10,0.01,2014Q4,reversal,2095,-0.11624745121603876,1847,0.11624745121603876,1847,False
10,0.01,2015Q1,reversal,2159,-0.08206778020955076,1904,0.08206778020955076,1904,False
10,0.01,2015Q2,reversal,2220,-0.023485179549359483,1961,0.023485179549359483,1961,False
10,0.01,2015Q3,momentum,2283,0.008829898500886457,2016,-0.008829898500886457,2016,False
10,0.01,2015Q4,reversal,2347,-0.05528926972201835,2077,0.05528926972201835,2077,False
10,0.01,2016Q1,reversal,2411,-0.02129990140126985,2136,0.02129990140126985,2136,False
10,0.01,2016Q2,momentum,2472,0.03556945853882584,2195,-0.03556945853882584,2195,False
10,0.01,2016Q3,momentum,2536,0.031174146329102728,2252,-0.031174146329102728,2252,False
10,0.01,2016Q4,reversal,2600,-0.0023575562163800383,2309,0.0023575562163800383,2309,False
10,0.01,2017Q1,reversal,2663,-0.032932019112372736,2364,0.032932019112372736,2364,False
10,0.01,2017Q2,momentum,2725,0.005428989459358532,2421,-0.005428989459358532,2421,False
10,0.01,2017Q3,reversal,2788,-0.013345345914776478,2467,0.013345345914776478,2467,False
10,0.01,2017Q4,reversal,2851,-0.007052451019276037,2521,0.007052451019276037,2521,False
10,0.01,2018Q1,reversal,2914,-0.005240020859485168,2562,0.005240020859485168,2562,False
10,0.01,2018Q2,reversal,2975,-0.028439789434452908,2605,0.028439789434452908,2605,False
10,0.01,2018Q3,reversal,3039,-0.02961578574007551,2647,0.02961578574007551,2647,False
10,0.01,2018Q4,reversal,3102,-0.020436093898612163,2705,0.020436093898612163,2705,False
10,0.015,2006Q4,reversal,82,-1.485152742058404,68,1.485152742058404,68,False
10,0.015,2007Q1,reversal,145,-1.174039679450631,117,1.174039679450631,117,False
10,0.015,2007Q2,reversal,206,-0.7834098845856186,172,0.7834098845856186,172,False
10,0.015,2007Q3,reversal,269,-0.8713469715980539,214,0.8713469715980539,214,False
10,0.015,2007Q4,reversal,332,-0.24320519497164164,274,0.24320519497164164,274,False
10,0.015,2008Q1,momentum,396,0.21052584383284706,325,-0.21052584383284706,325,False
10,0.015,2008Q2,reversal,457,-0.12484691494779102,377,0.12484691494779102,377,False
10,0.015,2008Q3,reversal,521,-0.16736185529926628,428,0.16736185529926628,428,False
10,0.015,2008Q4,reversal,585,-0.4152969149271242,486,0.4152969149271242,486,False
10,0.015,2009Q1,reversal,649,-0.13729765500646376,548,0.13729765500646376,548,False
10,0.015,2009Q2,reversal,710,-0.28218625896608734,604,0.28218625896608734,604,False
10,0.015,2009Q3,reversal,773,-0.12520363978337612,661,0.12520363978337612,661,False
10,0.015,2009Q4,reversal,837,-0.2332031322659535,714,0.2332031322659535,714,False
10,0.015,2010Q1,reversal,901,-0.3078041320527068,773,0.3078041320527068,773,False
10,0.015,2010Q2,reversal,962,-0.3161387713656016,822,0.3161387713656016,822,False
10,0.015,2010Q3,reversal,1025,-0.38970555689394,873,0.38970555689394,873,False
10,0.015,2010Q4,reversal,1089,-0.32564417950647784,924,0.32564417950647784,924,False
